935287	Pitons des Roches Tendres	Pitons des Roches Tendres		-21.20355	55.28781	T	PK	RE		RE	974	9744	97413	0		54	Indian/Reunion	2016-06-22
935288	Rivière des Roches	Riviere des Roches	Riviere des Roches,Rivière des Roches	-21.00778	55.70093	H	STM	RE		00				0		4	Indian/Reunion	2012-01-18
935289	Ravine des Roches	Ravine des Roches		-21.34537	55.49588	H	STM	RE		00				0		59	Indian/Reunion	2011-04-19
935290	Piton des Roches	Piton des Roches		-21.15177	55.62727	T	PK	RE		RE	974	9743	97406	0		1214	Indian/Reunion	2016-06-22
935291	Ravine Roche Pendue	Ravine Roche Pendue		-21.16667	55.43333	H	STM	RE		00				0		1416	Indian/Reunion	1993-12-22
935292	Roche Maigre	Roche Maigre	Bois de Nefles,Bois de Nèfles,Roche Maigre	-21.2718	55.41475	P	PPL	RE		RE	974	9742	97414	0		102	Indian/Reunion	2016-06-22
935293	Ravine Rochefort	Ravine Rochefort		-21.36537	55.72441	H	STM	RE		00				0		44	Indian/Reunion	2011-04-19
935294	Ravine de la Roche à Jacquot	Ravine de la Roche a Jacquot		-21.02832	55.4929	H	STM	RE		00				0		639	Indian/Reunion	2011-04-19
935295	Ravine à Robert	Ravine a Robert	Bras de Bonne Esperance,Bras de Bonne Espérance,Ravine a Robert,Ravine à Robert	-21.1	55.68333	H	STM	RE	RE	00				0		471	Indian/Reunion	2012-01-18
935296	Rivière Saint-Pierre	Riviere Saint-Pierre		-21.08333	55.73333	P	PPL	RE		RE	974	9743	97410	0		78	Indian/Reunion	2016-06-22
935297	Pointe de la Rivière Saint-Étienne	Pointe de la Riviere Saint-Etienne		-21.31269	55.41105	T	PT	RE		00				0		7	Indian/Reunion	2011-04-19
935298	Rivière du Rempart	Riviere du Rempart		-21.36667	55.61667	P	PPL	RE		RE	974	9742	97412	0		134	Indian/Reunion	2016-06-22
